3598	3598
7189	7189
10787	10787
14385	14385
17983	17983
21581	21581
25172	25172
28770	28770
32361	32361
35959	35959
39557	39557
43155	43155
46746	46746
50337	50337
53935	53935
57533	57533
61124	61124
64722	64722
68320	68320
71918	71918
75509	75509
79100	79100
82698	82698
86296	86296
89894	89894
93485	93485
97076	97076
100674	100674
104265	104265
107863	107863
111454	111454
115052	115052
118643	118643
122241	122241
125839	125839
129437	129437
133028	133028
136626	136626
140224	140224
143822	143822
147413	147413
151004	151004
154602	154602
158200	158200
161791	161791
165382	165382
168980	168980
172571	172571
176169	176169
179767	179767
183365	183365
186963	186963
190561	190561
194152	194152
201341	201341
204932	204932
208523	208523
212114	212114
215705	215705
219303	219303
222901	222901
226499	226499
230090	230090
233681	233681
237279	237279
240870	240870
244378	244378
247976	247976
251567	251567
255158	255158
258749	258749
262347	262347
265945	265945
269543	269543
273141	273141
276739	276739
280337	280337
283928	283928
287519	287519
291117	291117
294715	294715
301904	301904
305495	305495
309093	309093
312691	312691
316282	316282
319873	319873
323471	323471
327069	327069
330660	330660
334258	334258
337856	337856
341447	341447
345038	345038
348629	348629
352220	352220
355818	355818
359416	359416
363007	363007
366605	366605
370203	370203
373794	373794
377392	377392
380990	380990
384588	384588
388186	388186
391784	391784
395382	395382
398973	398973
402571	402571
406169	406169
409767	409767
413365	413365
416963	416963
420561	420561
424159	424159
427750	427750
431348	431348
434939	434939
442128	442128
445726	445726
449317	449317
452915	452915
456506	456506
460104	460104
463702	463702
467300	467300
470898	470898
474496	474496
478094	478094
481685	481685
485283	485283
488881	488881
492479	492479
496070	496070
499668	499668
503266	503266
506864	506864
510455	510455
514053	514053
517644	517644
521242	521242
524833	524833
528424	528424
532022	532022
535613	535613
539204	539204
542802	542802
546393	546393
549991	549991
553589	553589
557187	557187
560785	560785
564383	564383
567981	567981
571572	571572
575170	575170
578768	578768
582359	582359
585957	585957
589548	589548
593139	593139
596730	596730
600321	600321
603912	603912
607510	607510
611101	611101
614699	614699
618290	618290
621881	621881
625479	625479
629077	629077
632668	632668
639850	639850
643441	643441
647032	647032
650630	650630
654221	654221
657819	657819
661417	661417
665008	665008
668606	668606
672197	672197
675795	675795
679393	679393
686582	686582
690180	690180
693771	693771
697362	697362
700953	700953
704544	704544
708142	708142
711740	711740
715338	715338
718936	718936
722534	722534
726132	726132
729730	729730
733328	733328
736926	736926
740517	740517
744115	744115
747706	747706
751297	751297
754888	754888
758479	758479
762077	762077
765675	765675
769273	769273
772864	772864
776455	776455
780046	780046
783644	783644
787235	787235
790833	790833
794431	794431
798029	798029
801627	801627
805225	805225
808816	808816
812407	812407
815998	815998
819589	819589
823187	823187
826785	826785
830383	830383
833981	833981
837579	837579
841170	841170
844768	844768
848359	848359
851950	851950
855548	855548
859063	859063
862661	862661
866252	866252
869843	869843
873441	873441
877032	877032
880623	880623
884221	884221
887812	887812
891410	891410
895008	895008
898599	898599
902190	902190
905781	905781
909379	909379
912970	912970
916561	916561
920159	920159
923757	923757
927348	927348
930939	930939
934537	934537
938135	938135
941733	941733
945331	945331
948929	948929
952520	952520
956111	956111
959709	959709
963224	963224
966815	966815
970413	970413
974011	974011
977609	977609
981207	981207
984805	984805
988403	988403
992001	992001
995592	995592
999183	999183
1.00277e+06	1.00277e+06
1.00636e+06	1.00636e+06
1.00996e+06	1.00996e+06
